activity_time_id,employee_id,activity_id,activity_date,minutes,factor_value,notes_internal
1039,8,16,2025-06-05,480,1.0,
242,8,16,2025-04-08,480,1.0,
515,8,16,2025-05-07,480,1.0,
521,8,16,2025-05-13,480,1.0,
11667,8,16,2025-08-26,480,1.0,
1038,8,16,2025-06-04,480,1.0,
237,8,16,2025-04-03,480,1.0,
1053,8,16,2025-06-19,480,1.0,
1057,8,16,2025-06-23,480,1.0,
1045,8,16,2025-06-11,480,1.0,
537,8,16,2025-05-22,480,1.0,
522,8,16,2025-05-14,480,1.0,
1072,8,16,2025-07-01,480,1.0,
1044,8,16,2025-06-10,480,1.0,
524,8,16,2025-05-16,480,1.0,
1071,8,16,2025-06-30,480,1.0,
549,8,16,2025-05-27,480,1.0,
238,8,16,2025-04-04,480,1.0,
1047,8,16,2025-06-13,480,1.0,
235,8,16,2025-04-01,480,1.0,
11668,8,16,2025-08-27,480,1.0,
244,8,16,2025-04-10,480,1.0,
245,8,16,2025-04-11,480,1.0,
243,8,16,2025-04-09,480,1.0,
11682,8,16,2025-08-13,480,1.0,
11666,8,16,2025-08-25,480,1.0,
11684,8,16,2025-08-15,480,1.0,
236,8,16,2025-04-02,480,1.0,
1037,8,16,2025-06-03,480,1.0,
11669,8,16,2025-08-28,480,1.0,
1371,2,17,2025-07-09,480,1.0,
1370,2,17,2025-07-08,480,1.0,
752,5,18,2025-05-12,480,1.0,
762,5,18,2025-05-22,480,1.0,
1178,5,18,2025-06-11,480,1.0,
327,5,18,2025-04-08,480,1.0,
348,5,18,2025-04-29,480,1.0,
1177,5,18,2025-06-10,480,1.0,
333,5,18,2025-04-14,480,1.0,
336,5,18,2025-04-17,480,1.0,
11757,5,18,2025-08-04,480,1.0,
1184,5,18,2025-06-17,480,1.0,
328,5,18,2025-04-09,480,1.0,
322,5,18,2025-04-03,480,1.0,
344,5,18,2025-04-25,480,1.0,
1183,5,18,2025-06-16,480,1.0,
11793,5,18,2025-08-19,480,1.0,
763,5,18,2025-05-23,480,1.0,
1179,5,18,2025-06-12,480,1.0,
11802,5,18,2025-08-28,480,1.0,
761,5,18,2025-05-21,480,1.0,
330,5,18,2025-04-11,480,1.0,
11794,5,18,2025-08-20,480,1.0,
1191,5,18,2025-06-24,480,1.0,
11795,5,18,2025-08-21,480,1.0,
1180,5,18,2025-06-13,480,1.0,
334,5,18,2025-04-15,480,1.0,
11759,5,18,2025-08-06,480,1.0,
11779,5,18,2025-08-12,480,1.0,
329,5,18,2025-04-10,480,1.0,
341,5,18,2025-04-22,480,1.0,
759,5,18,2025-05-19,480,1.0,
11760,5,18,2025-08-07,480,1.0,
1190,5,18,2025-06-23,480,1.0,
1171,5,18,2025-06-04,480,1.0,
11801,5,18,2025-08-27,480,1.0,
351,5,18,2025-05-02,480,1.0,
1469,5,18,2025-07-04,480,1.0,
347,5,18,2025-04-28,480,1.0,
1211,5,18,2025-06-30,480,1.0,
1186,5,18,2025-06-19,480,1.0,
11781,5,18,2025-08-14,480,1.0,
755,5,18,2025-05-15,480,1.0,
768,5,18,2025-05-28,480,1.0,
11796,5,18,2025-08-22,480,1.0,
1466,5,18,2025-07-01,480,1.0,
11782,5,18,2025-08-15,480,1.0,
11799,5,18,2025-08-25,480,1.0,
349,5,18,2025-04-30,480,1.0,
1185,5,18,2025-06-18,480,1.0,
11778,5,18,2025-08-11,480,1.0,
767,5,18,2025-05-27,480,1.0,
335,5,18,2025-04-16,480,1.0,
11800,5,18,2025-08-26,480,1.0,
1194,5,18,2025-06-27,480,1.0,
326,5,18,2025-04-07,480,1.0,
766,5,18,2025-05-26,480,1.0,
1176,5,18,2025-06-09,480,1.0,
343,5,18,2025-04-24,480,1.0,
739,5,18,2025-05-06,480,1.0,
753,5,18,2025-05-13,480,1.0,
1170,5,18,2025-06-03,480,1.0,
770,5,18,2025-05-30,480,1.0,
1169,5,18,2025-06-02,480,1.0,
1181,5,18,2025-06-14,480,1.0,
342,5,18,2025-04-23,480,1.0,
1467,5,18,2025-07-02,480,1.0,
1468,5,18,2025-07-03,480,1.0,
760,5,18,2025-05-20,480,1.0,
754,5,18,2025-05-14,480,1.0,
756,5,18,2025-05-16,480,1.0,
11792,5,18,2025-08-18,480,1.0,
1172,5,18,2025-06-05,480,1.0,
323,5,18,2025-04-04,480,1.0,
398,3,20,2025-05-16,480,0.0,
383,3,20,2025-05-08,480,0.0,
1669,11,20,2025-08-14,480,0.0,
1617,2,20,2025-08-25,480,0.0,
1666,11,20,2025-08-11,480,0.0,
1628,2,20,2025-08-22,480,0.0,
1680,11,20,2025-08-18,480,0.0,
1397,2,20,2025-07-15,480,0.0,
1328,11,20,2025-07-02,480,0.0,
1624,2,20,2025-08-18,480,0.0,
1115,2,20,2025-06-25,480,0.0,
1399,2,20,2025-07-17,480,0.0,
384,3,20,2025-05-09,480,0.0,
1121,2,20,2025-07-01,480,0.0,
1618,2,20,2025-08-26,480,0.0,
747,5,20,2025-05-07,480,0.0,
1336,9,20,2025-07-03,480,0.0,
397,3,20,2025-05-15,480,0.0,
820,11,20,2025-05-15,480,0.0,
1334,9,20,2025-07-01,480,0.0,
1619,2,20,2025-08-27,480,0.0,
1627,2,20,2025-08-21,480,0.0,
1341,9,20,2025-07-08,480,0.0,
1668,11,20,2025-08-13,480,0.0,
1400,2,20,2025-07-18,480,0.0,
1625,2,20,2025-08-19,480,0.0,
1327,11,20,2025-07-01,480,0.0,
1667,11,20,2025-08-12,480,0.0,
748,5,20,2025-05-08,480,0.0,
417,12,20,2025-05-07,480,0.0,Data innovation summit 7/5
1335,9,20,2025-07-02,480,0.0,
1398,2,20,2025-07-16,480,0.0,
1626,2,20,2025-08-20,480,0.0,
1113,2,20,2025-06-23,480,0.0,
1396,2,20,2025-07-14,480,0.0,
1164,4,20,2025-06-25,480,0.0,
1620,2,20,2025-08-28,480,0.0,
1114,2,20,2025-06-24,480,0.0,
382,3,20,2025-05-07,480,0.0,
1682,11,20,2025-08-20,480,0.0,
1621,2,20,2025-08-29,480,0.0,
1120,2,20,2025-06-30,480,0.0,
1337,9,20,2025-07-04,480,0.0,
1199,5,20,2025-06-25,480,0.0,
1102,2,20,2025-06-19,480,0.0,
451,3,20,2025-05-20,480,0.0,
749,5,20,2025-05-09,480,0.0,
1326,11,20,2025-06-30,480,0.0,
1340,9,20,2025-07-07,480,0.0,
11768,5,23,2025-08-08,480,0.0,
1207,5,23,2025-06-26,480,0.0,
991,6,24,2025-06-13,480,0.0,
11754,6,24,2025-08-29,480,0.0,
1018,6,24,2025-06-26,480,0.0,
629,6,24,2025-05-30,480,0.0,
642,6,24,2025-05-22,480,0.0,
1462,6,24,2025-07-17,480,0.0,
976,6,24,2025-06-05,480,0.0,
678,6,24,2025-05-02,480,0.0,
990,6,24,2025-06-12,480,0.0,
670,6,24,2025-05-08,480,0.0,
656,6,24,2025-05-15,480,0.0,
1033,6,24,2025-07-04,480,0.0,
1442,6,24,2025-07-11,480,0.0,
1004,6,24,2025-06-19,480,0.0,
671,6,24,2025-05-09,480,0.0,
643,6,24,2025-05-23,480,0.0,
1019,6,24,2025-06-27,480,0.0,
1032,6,24,2025-07-03,480,0.0,
1463,6,24,2025-07-18,480,0.0,
1428,3,25,2025-08-01,480,1.0,
1426,3,25,2025-07-30,480,1.0,
1498,3,25,2025-08-04,480,1.0,
11736,6,26,2025-08-04,480,1.0,
225,4,14,2025-04-10,540,1.0,
229,4,14,2025-04-01,540,1.0,
231,4,14,2025-04-03,540,1.0,
232,4,14,2025-04-04,540,1.0,
223,4,14,2025-04-08,540,1.0,
224,4,14,2025-04-09,540,1.0,
230,4,14,2025-04-02,540,1.0,
222,4,14,2025-04-07,540,1.0,
209,4,14,2025-04-22,600,1.0,
210,4,14,2025-04-23,600,1.0,
359,5,18,2025-05-05,960,1.0,"FYI Lägger 8 tim extra som korrigering, då jag godkände 2 maj för tidigt och då kom det med i fakturaunderlaget."
